id,period,source_code,source_name,source_region,source_income,source_lending,source_G8G20,destination_code,destination_name,destination_region,destination_income,destination_lending,destination_G8G20,firm,firm_type,payment instrument,access point,speed actual,cc1 lcu amount,cc1 denomination amount,cc1 lcu code,cc1 lcu fee,cc1 lcu fx rate,cc1 fx margin,cc1 total cost %,cc2 lcu amount,cc2 denomination amount,cc2 lcu code,cc2 lcu fee,cc2 lcu fx rate,cc2 fx margin,cc2 total cost %,inter lcu bank fx,transparent,Standard Note,note2,receiving network coverage,pickup method,date,corridor
45678,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Ria,Money Transfer Operator,"Account,Cash to cash",at Branch,Less than one hour,200,200,USD,5,43.63,2.5,5,500,500,USD,8,43.55,2.68,4.28,44.75,yes,LCU service,,Nationwide,"Cash, Bank Account",17-feb-15,USADOM
45686,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Ria,Money Transfer Operator,Door to door,at Branch,Next day,200,200,USD,5,43.63,2.5,5,500,500,USD,8,43.55,2.68,4.28,44.75,yes,LCU service,,Nationwide,Home Delivery,17-feb-15,USADOM
45687,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Vigo,Money Transfer Operator,Door to door,at Branch,Same day,200,200,USD,9.99,1,0,5,500,500,USD,9.99,1,0,2,1,yes,USD service,,Nationwide,Home Delivery,17-feb-15,USADOM
46137,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Remesas Pujols,Money Transfer Operator,"Account,Cash to cash",at Branch,Less than one hour,200,200,USD,7,43.55,2.68,6.18,500,500,USD,15,43.55,2.68,5.68,44.75,yes,LCU service,,Nationwide,"Cash, Bank Account",17-feb-15,USADOM
45675,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,MoneyGram,Money Transfer Operator,Cash to cash,at Branch,Less than one hour,200,200,USD,5.99,43.29,3.26,6.26,500,500,USD,8.99,43.29,3.26,5.06,44.75,yes,,,Nationwide,Cash,17-feb-15,USADOM
45677,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Envios de Valores La Nacional,Money Transfer Operator,Cash to cash,at Branch,Less than one hour,200,200,USD,9,43.32,3.2,7.7,500,500,USD,22.5,43.32,3.2,7.7,44.75,yes,LCU service,,Nationwide,Cash,17-feb-15,USADOM
46136,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,MoneyGram,Money Transfer Operator,Door to door,at Branch,Next day,200,200,USD,9.99,43.29,3.26,8.26,500,500,USD,9.99,43.29,3.26,5.26,44.75,yes,,,Nationwide,Home Delivery,17-feb-15,USADOM
45688,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,MoneyGram,Money Transfer Operator,Online service,On-line,Next day,200,200,USD,10,43.29,3.26,8.26,500,500,USD,10,43.29,3.26,5.26,44.75,yes,,,Nationwide,Cash,17-feb-15,USADOM
45683,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Western Union,Money Transfer Operator,Online service,On-line,3-5 days,200,200,USD,5,42,6.15,8.65,500,500,USD,5,42,6.15,7.15,44.75,yes,,,Nationwide,Cash,17-feb-15,USADOM
45679,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Western Union,Money Transfer Operator,Cash to cash,at Branch,Less than one hour,200,200,USD,8,42,6.15,10.15,500,500,USD,8,42,6.15,7.75,44.75,yes,,,Nationwide,Cash,17-feb-15,USADOM
45681,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Vigo,Money Transfer Operator,Cash to cash,at Branch,Less than one hour,200,200,USD,9.99,42,6.15,11.14,500,500,USD,9.99,42,6.15,8.14,44.75,yes,LCU service,,Nationwide,Cash,17-feb-15,USADOM
45684,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Western Union,Money Transfer Operator,Online service,On-line,Less than one hour,200,200,USD,10,42,6.15,11.15,500,500,USD,10,42,6.15,8.15,44.75,yes,,,Nationwide,Cash,17-feb-15,USADOM
45671,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,IBRD,..,Citibank,Bank,Account to account,"at Branch,On-line",Next day,200,200,USD,35,1,0,17.5,500,500,USD,35,1,0,7,1,yes,"This RSP sends and pays out in USD in this corridor. At the point of collection, the money may be converted to the local currency or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,Nationwide,Own/partner Bank Account,17-feb-15,USADOM
45698,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,Quisqueyana,Money Transfer Operator,"Account,Cash to cash",at Branch,Same day,200,200,USD,3,1,0,1.5,500,500,USD,10,1,0,2,1,yes,,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,Nationwide,"Cash, Bank Account",16-feb-15,USAECU
45691,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,Delgado Travel,Bank,Cash to cash,at Branch,Less than one hour,200,200,USD,5,1,0,2.5,500,500,USD,12.5,1,0,2.5,1,yes,,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USAECU
45692,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,Vigo,Money Transfer Operator,Cash to cash,at Branch,Same day,200,200,USD,5,1,0,2.5,500,500,USD,10,1,0,2,1,yes,,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USAECU
46415,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,Girosol,Money Transfer Operator,Cash to account,at Branch,Same day,200,200,USD,6,1,0,3,500,500,USD,15,1,0,3,1,yes,,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,Nationwide,Bank Account,16-feb-15,USAECU
45693,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,Girosol,Money Transfer Operator,Cash to cash,at Branch,Same day,200,200,USD,6,1,0,3,500,500,USD,15,1,0,3,1,yes,,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USAECU
45694,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,La Nacional,Money Transfer Operator,Cash to cash,at Branch,Same day,200,200,USD,6,1,0,3,500,500,USD,10,1,0,2,1,yes,,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USAECU
45700,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,Western Union,Money Transfer Operator,Online service,On-line,3-5 days,200,200,USD,6,1,0,3,500,500,USD,9,1,0,1.8,1,yes,Bank account payment,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USAECU
46847,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,Wells Fargo,Bank,"Account,Account to cash",at Branch,Next day,200,200,USD,7,1,0,3.5,500,500,USD,7,1,0,1.4,1,yes,,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,Nationwide,Bank Account,16-feb-15,USAECU
46429,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,Xoom,Money Transfer Operator,Online service,On-line,Same day,200,200,USD,6.99,1,0,3.5,500,500,USD,9.99,1,0,2,1,yes,Bank account payment,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USAECU
45697,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,Western Union,Money Transfer Operator,Cash to cash,at Branch,Less than one hour,200,200,USD,8,1,0,4,500,500,USD,8,1,0,1.6,1,yes,,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USAECU
45696,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,Uniteller,Money Transfer Operator,"Account,Account to cash","at Branch,On-line",Less than one hour,200,200,USD,9,1,0,4.5,500,500,USD,9,1,0,1.8,1,yes,,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,Nationwide,"Cash, Bank Account",16-feb-15,USAECU
45695,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,MoneyGram,Money Transfer Operator,Cash to cash,at Branch,Less than one hour,200,200,USD,9.99,1,0,5,500,500,USD,9.99,1,0,2,1,yes,,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USAECU
45699,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,MoneyGram,Money Transfer Operator,Online service,On-line,3-5 days,200,200,USD,10,1,0,5,500,500,USD,15,1,0,3,1,yes,Bank account payment,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USAECU
46680,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,Western Union,Money Transfer Operator,Online service,On-line,Less than one hour,200,200,USD,10,1,0,5,500,500,USD,10,1,0,2,1,yes,Card payment,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USAECU
46138,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,Wells Fargo,Bank,"Account,Cash to cash",at Branch,Next day,200,200,USD,10.5,1,0,5.25,500,500,USD,10.5,1,0,2.1,1,yes,,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,Nationwide,"Cash, Bank Account",16-feb-15,USAECU
45690,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,Xoom,Money Transfer Operator,Online service,On-line,Less than one hour,200,200,USD,10.99,1,0,5.5,500,500,USD,23.99,1,0,4.8,1,yes,Card payment,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USAECU
45701,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,ECU,Ecuador,Latin America & Caribbean,Upper middle income,IBRD,..,MoneyGram,Money Transfer Operator,Online service,On-line,Less than one hour,200,200,USD,15,1,0,7.5,500,500,USD,31,1,0,6.2,1,yes,Card payment,In this corridor all RSPs send and payout in USD. Ecuador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USAECU
45840,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Casa de cambio Delgado,Money Transfer Operator,"Account,Cash to cash",at Branch,Less than one hour,200,200,USD,6,1,0,3,500,500,USD,10,1,0,2,1,yes,,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Nationwide,"Cash, Bank Account",16-feb-15,USASLV
45847,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,MoneyGram,Money Transfer Operator,Online service,On-line,3-5 days,200,200,USD,6,1,0,3,500,500,USD,9,1,0,1.8,1,yes,Bank account payment,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USASLV
46667,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Western Union,Money Transfer Operator,Account to cash,On-line,3-5 days,200,200,USD,6,1,0,3,500,500,USD,9,1,0,1.8,1,yes,Bank account payment,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USASLV
45839,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Wells Fargo,Bank,"Account,Account to cash","at Branch,Call Center",Same day,200,200,USD,7,1,0,3.5,500,500,USD,7,1,0,1.4,1,yes,,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Nationwide,"Cash, Bank Account",16-feb-15,USASLV
45841,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Alante Financial,Money Transfer Operator,"Account,Cash to cash",at Branch,Less than one hour,200,200,USD,8,1,0,4,500,500,USD,8,1,0,1.6,1,yes,,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Nationwide,"Cash, Bank Account",16-feb-15,USASLV
46860,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Viamericas,Money Transfer Operator,Account to account,at Branch,Next day,200,200,USD,8,1,0,4,500,500,USD,8,1,0,1.6,1,yes,,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Nationwide,Bank Account,16-feb-15,USASLV
46165,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Viamericas,Money Transfer Operator,"Account,Cash to cash",at Branch,Next day,200,200,USD,8,1,0,4,500,500,USD,8,1,0,1.6,1,yes,,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Nationwide,"Cash, Bank Account",16-feb-15,USASLV
46420,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Viamericas,Money Transfer Operator,Door to door,at Branch,Next day,200,200,USD,8,1,0,4,500,500,USD,8,1,0,1.6,1,yes,,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Nationwide,Home Delivery,16-feb-15,USASLV
45845,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Western Union,Money Transfer Operator,Cash to cash,at Branch,Less than one hour,200,200,USD,8,1,0,4,500,500,USD,8,1,0,1.6,1,yes,,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USASLV
46166,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Xoom,Money Transfer Operator,Online service,On-line,Less than one hour,200,200,USD,7.99,1,0,4,500,500,USD,10.99,1,0,2.2,1,yes,Bank account payment,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USASLV
46861,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Viamericas,Money Transfer Operator,Account to account,at Branch,Less than one hour,200,200,USD,9,1,0,4.5,500,500,USD,9,1,0,1.8,1,yes,,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Nationwide,Bank Account,16-feb-15,USASLV
46421,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Viamericas,Money Transfer Operator,"Account,Cash to cash",at Branch,Less than one hour,200,200,USD,9,1,0,4.5,500,500,USD,9,1,0,1.8,1,yes,,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Nationwide,"Cash, Bank Account",16-feb-15,USASLV
46419,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Viamericas,Money Transfer Operator,Door to door,at Branch,Less than one hour,200,200,USD,9,1,0,4.5,500,500,USD,9,1,0,1.8,1,yes,,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Nationwide,Home Delivery,16-feb-15,USASLV
45844,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,La Nacional,Money Transfer Operator,Cash to cash,at Branch,Less than one hour,200,200,USD,10,1,0,5,500,500,USD,10,1,0,2,1,yes,,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USASLV
45843,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,MoneyGram,Money Transfer Operator,"Account,Cash to cash",at Branch,Less than one hour,200,200,USD,9.99,1,0,5,500,500,USD,9.99,1,0,2,1,yes,,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USASLV
45848,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,MoneyGram,Money Transfer Operator,Online service,On-line,Less than one hour,200,200,USD,10,1,0,5,500,500,USD,10,1,0,2,1,yes,Card payment,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USASLV
46814,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,MoneyGram,Money Transfer Operator,Online service,On-line,Less than one hour,200,200,USD,10,1,0,5,500,500,USD,10,1,0,2,1,yes,Bank account payment,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USASLV
45842,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Vigo,Money Transfer Operator,Cash to cash,at Branch,Same day,200,200,USD,10,1,0,5,500,500,USD,10,1,0,2,1,yes,,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USASLV
45849,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Western Union,Money Transfer Operator,Credit/debit card service,On-line,Less than one hour,200,200,USD,10,1,0,5,500,500,USD,10,1,0,2,1,yes,Card payment,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USASLV
45846,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Wells Fargo,Bank,"Account,Cash to cash",at Branch,Same day,200,200,USD,10.5,1,0,5.25,500,500,USD,10.5,1,0,2.1,1,yes,,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Nationwide,"Cash, Bank Account",16-feb-15,USASLV
46167,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Xoom,Money Transfer Operator,Online service,On-line,Same day,200,200,USD,12.99,1,0,6.5,500,500,USD,22.99,1,0,4.6,1,yes,Card payment,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Nationwide,Cash,16-feb-15,USASLV
45721,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,MoneyGram,Money Transfer Operator,Online service,On-line,3-5 days,200,200,USD,5,7.59,0.78,3.28,500,500,USD,5,7.59,0.78,1.78,7.65,yes,Economy service,,Nationwide,Cash,17-feb-15,USAGTM
45715,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Casa de cambio Delgado,Money Transfer Operator,Cash to cash,at Branch,Less than one hour,200,200,USD,6,7.62,0.39,3.39,500,500,USD,15,7.62,0.39,3.39,7.65,yes,,,Nationwide,Cash,17-feb-15,USAGTM
45718,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Ria,Money Transfer Operator,Cash to cash,at Branch,Same day,200,200,USD,6,7.6,0.65,3.65,500,500,USD,8,7.6,0.65,2.25,7.65,yes,,,Nationwide,Cash,17-feb-15,USAGTM
46139,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Xoom,Money Transfer Operator,Online service,On-line,Less than one hour,200,200,USD,4.99,7.52,1.7,4.19,500,500,USD,4.99,7.52,1.7,2.7,7.65,yes,Bank account payment,,Nationwide,Cash,17-feb-15,USAGTM
45713,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Vigo,Money Transfer Operator,Cash to cash,at Branch,Same day,200,200,USD,8,7.59,0.78,4.78,500,500,USD,8,7.59,0.78,2.38,7.65,yes,,,Nationwide,"Cash, Bank Account",17-feb-15,USAGTM
45717,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Western Union,Money Transfer Operator,Cash to cash,at Branch,Same day,200,200,USD,8,7.59,0.78,4.78,500,500,USD,8,7.59,0.78,2.38,7.65,yes,,,Nationwide,Cash,17-feb-15,USAGTM
46416,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Western Union,Money Transfer Operator,Online service,On-line,3-5 days,200,200,USD,8,7.59,0.78,4.78,500,500,USD,8,7.59,0.78,2.38,7.65,yes,,,Nationwide,Cash,17-feb-15,USAGTM
45720,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,La Nacional,Money Transfer Operator,Cash to cash,at Branch,Same day,200,200,USD,8,7.58,0.92,4.92,500,500,USD,10,7.58,0.92,2.92,7.65,yes,,,Nationwide,Cash,17-feb-15,USAGTM
46140,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Xoom,Money Transfer Operator,Online service,On-line,Less than one hour,200,200,USD,6.99,7.52,1.7,5.19,500,500,USD,10.99,7.52,1.7,3.9,7.65,yes,Card payment,,Nationwide,Cash,17-feb-15,USAGTM
45714,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Envios de Dinero G&T Continental,Bank,Cash to cash,at Branch,Less than one hour,200,200,USD,8,7.55,1.31,5.31,500,500,USD,8,7.55,1.31,2.91,7.65,yes,,,Nationwide,Cash,17-feb-15,USAGTM
45719,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,MoneyGram,Money Transfer Operator,Cash to cash,at Branch,Less than one hour,200,200,USD,9.99,7.59,0.78,5.78,500,500,USD,9.99,7.59,0.78,2.78,7.65,yes,,,Nationwide,Cash,17-feb-15,USAGTM
45723,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,MoneyGram,Money Transfer Operator,Online service,On-line,Same day,200,200,USD,10,7.59,0.78,5.78,500,500,USD,10,7.59,0.78,2.78,7.65,yes,,,Nationwide,Cash,17-feb-15,USAGTM
45722,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Western Union,Money Transfer Operator,Online service,On-line,Same day,200,200,USD,10,7.59,0.78,5.78,500,500,USD,10,7.59,0.78,2.78,7.65,yes,,,Nationwide,Cash,17-feb-15,USAGTM
45712,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Wells Fargo,Bank,Account to cash,"at Branch,On-line",Same day,200,200,USD,9.5,7.53,1.57,6.32,500,500,USD,9.5,7.53,1.57,3.47,7.65,yes,,,Nationwide,Cash,17-feb-15,USAGTM
45716,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Banrural Corp.,Money Transfer Operator,Cash to cash,at Branch,Less than one hour,200,200,USD,10,7.53,1.57,6.57,500,500,USD,10,7.53,1.57,3.57,7.65,yes,,,Nationwide,Cash,17-feb-15,USAGTM
45726,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Lower middle income,IDA,..,Ria,Money Transfer Operator,"Account,Cash to cash",at Branch,Next day,200,200,USD,5,202,2.88,5.38,500,500,USD,5,202,2.88,3.88,208,yes,Bank account payment,,Nationwide,"Cash, Bank Account",17-feb-15,USAGUY
46952,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Lower middle income,IDA,..,Ria,Money Transfer Operator,Online service,On-line,Less than one hour,200,200,USD,8,202,2.88,6.88,500,500,USD,8,202,2.88,4.48,208,yes,Card payment,,Nationwide,"Cash, Bank Account",17-feb-15,USAGUY
45724,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Lower middle income,IDA,..,Laparkan,Non-Bank FI,Cash to cash,at Branch,Same day,200,200,USD,9.99,202,2.88,7.88,500,500,USD,9.99,202,2.88,4.88,208,yes,,,Nationwide,Cash,17-feb-15,USAGUY
46758,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Lower middle income,IDA,..,Ria,Money Transfer Operator,Online service,On-line,Less than one hour,200,200,USD,10,202,2.88,7.88,500,500,USD,10,202,2.88,4.88,208,yes,Card payment,,Nationwide,"Cash, Bank Account",17-feb-15,USAGUY
45728,2015_1Q,USA,United States,..,High income: OECD,..,G8/G20,GUY,Guyana,Latin America & Caribbean,Lower middle income,IDA,..,MoneyGram,Money Transfer Operator,Online service,On-line,3-5 days,200,200,USD,10,201.94,2.91,7.91,500,500,USD,20,201.94,2.91,6.91,208,yes,Bank account payment,Economy service,Nationwide,Cash,17-feb-15,USAGUY
